original,suggested_brand_id,display_name,manufacturer,confidence,rule,reasons,requires_review
Mintek,mintek,Mintek,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Mirage,mirage,Mirage,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Mistral,mistral,Mistral,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Mitochiba,mitochiba,Mitochiba,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Mitsubishi,mitsubishi,Mitsubishi,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Mivar,mivar,Mivar,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ModernEmber,modernember,ModernEmber,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Monivision,monivision,Monivision,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
MonoPrice,monoprice,MonoPrice,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Monoprice,monoprice,Monoprice,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Monovision,monovision,Monovision,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
MonsterIlluminessence,monsterilluminessence,MonsterIlluminessence,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Monster_Basics,monster-basics,Monster_Basics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Moredig,moredig,Moredig,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Moretti,moretti,Moretti,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Morgans_Daytona,morgans-daytona,Morgans_Daytona,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Motorola,motorola,Motorola,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
MovinFlame,movinflame,MovinFlame,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Moxi,moxi,Moxi,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Mrocioa,mrocioa,Mrocioa,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Msmkeji,msmkeji,Msmkeji,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Multi_Canal,multi-canal,Multi_Canal,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Multi_Video_Labs,multi-video-labs,Multi_Video_Labs,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Multichoice,multichoice,Multichoice,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Muskoka,muskoka,Muskoka,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Mustek,mustek,Mustek,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Mvision,mvision,Mvision,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Mycarbon,mycarbon,Mycarbon,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Myryad,myryad,Myryad,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NAD,nad,Nad,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NAIM,naim,Naim,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NAKAMICHI,nakamichi,Nakamichi,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NAVIHEAVEN,naviheaven,Naviheaven,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NAZABOX,nazabox,Nazabox,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NEC,nec,Nec,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NEC1,nec1,Nec1,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NEO,neo,Neo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NETGEAR,netgear,Netgear,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NET_TV,net-tv,Net_Tv,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NEXPRO,nexpro,Nexpro,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NIKON,nikon,Nikon,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NORDMENDE,nordmende,Nordmende,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NORTEK,nortek,Nortek,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NSM,nsm,Nsm,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NTL,ntl,Ntl,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NUBERT,nubert,Nubert,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NVIDIA,nvidia,Nvidia,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NView,nview,NView,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NYTRO BOX,nytro-box,Nytro Box,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nagra,nagra,Nagra,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Naim,naim,Naim,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nakamichi,nakamichi,Nakamichi,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Napa,napa,Napa,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
National,national,National,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nav_Unit,nav-unit,Nav_Unit,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nebula_Electronics,nebula-electronics,Nebula_Electronics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nedis,nedis,Nedis,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Neewer,neewer,Neewer,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Neo,neo,Neo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nerf,nerf,Nerf,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NetWare,netware,NetWare,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Netgem,netgem,Netgem,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Neuhaus,neuhaus,Neuhaus,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nevir,nevir,Nevir,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Newline,newline,Newline,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NexiGo,nexigo,NexiGo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nexigo,nexigo,Nexigo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nexillumi,nexillumi,Nexillumi,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nextwave,nextwave,Nextwave,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nexus_21,nexus-21,Nexus_21,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nikko,nikko,Nikko,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nikon,nikon,Nikon,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Niles,niles,Niles,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Niles_Audio,niles-audio,Niles_Audio,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nintendo,nintendo,Nintendo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nixplay,nixplay,Nixplay,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nixplay_Digital_Frame,nixplay-digital-frame,Nixplay_Digital_Frame,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
No-Touch,no-touch,No-Touch,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
No_Brand,no-brand,No_Brand,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
No_Manufacturer,no-manufacturer,No_Manufacturer,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nokia,nokia,Nokia,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Noma,noma,Noma,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Norcent,norcent,Norcent,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NorthQ,northq,NorthQ,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Northern,northern,Northern,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Northerns_Light,northerns-light,Northerns_Light,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Novaplex,novaplex,Novaplex,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Now_Broadband_TV,now-broadband-tv,Now_Broadband_TV,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NuVico,nuvico,NuVico,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
NuView,nuview,NuView,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Nyco-Sony,nyco-sony,Nyco-Sony,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
O2,o2,O2,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
OAK,oak,Oak,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
OCTAGON,octagon,Octagon,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ODROID,odroid,Odroid,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ODYS,odys,Odys,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
OK,ok,Ok,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
OKI,oki,Oki,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
OLLNY,ollny,Ollny,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
OLYMPUS,olympus,Olympus,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ONG,ong,Ong,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ONIDA,onida,Onida,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ONKYO,onkyo,Onkyo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ONN-Lighting,onn-lighting,ONN-Lighting,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ONOAYO,onoayo,Onoayo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
