original,canonical_name,confidence,rule,reasons,ambiguity,requires_review
DSP:_NEO/6_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NEO6_CINEMA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NEO6_MOVIE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NEO6_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NEO:6_CINEMA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NEO:6_MOVIE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NEO:6_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NEURAL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NEURAL_SUR.,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NEURAL_SURR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NIGHT/TV_M_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NIGHT_CINEMA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NIGHT_MODE_CIN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NIGHT_MODE_MUS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NIGHT_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NIGHT_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NIGHT_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NIGHT_TOGGLE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_NORMAL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PARTY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PAVILLION,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PL2_MOVIE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PL2_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PLIIX_GAME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PLIIX_MOVIE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PLIIX_MOVIE_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PLIIX_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PLIIX_MUSIC_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PLII_GAME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PLII_MOVIE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PLII_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_POP/ROCK,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PRO-LOGIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PROLOGIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PRO_LOGIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PURE_DIR._OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PURE_DIR._ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PURE_DIRECT_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PURE_DIRECT_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PURE_DIR_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PURE_DIR_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PURE_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PURE_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_PURE_TOGGLE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_RECITAL/OPERA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_ROCK_CONCERT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_ROLEPLAY/GAM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_ROLEPLAYING,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_ROLEPLAYING_GAM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_ROLEPLAY_GAM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_ROLEPLAY_GAME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_ROLE_GAME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_ROXY_THEATER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_ROXY_THEATRE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_ROYAUMONT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_SCI-FI,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_SPACIOUS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_SPECTACLE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_SPORTS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_STANDARD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_STEREO_DIRECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_STRAIGHT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_STRAIGHT_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_STRAIGHT_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_SUR._DECODE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_SURR_DECODE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_S_NEO:6_CINEMA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_S_NEO:6_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_S_PLIIX_GAME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_S_PLIIX_MOVIE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_S_PLIIX_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_S_PRO_LOGIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_TBASS_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_TBASS_ON_DEEP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_TBASS_ON_MID,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_TBASS_TOGG,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_THE_BOTTOM_LINE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_THE_ROXY_THEATR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_THX/MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_THX_CINEMA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_THX_GAME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_THX_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_TOKYO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_TV/SPORTS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_TV_MODE_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_3D_DSP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_CDSP_MOVIE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_CDSP_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_CLASSICAL1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_CLASSICAL2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_ENHANCER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_ENTERTAINME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_LIVE/CLUB,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_MOVIE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_MUSIC_ENHA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_NIGHT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_PURE_DIRECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_STRAIGHT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_SURROUND,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_T_THX,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_VARIETY/SPORTS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_VIENNA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_VILL._VANGUARD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_VILLAGEVANGUARD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_VILLAGE_GATE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_VILLA_VANGAURD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_VOL_MODE_TOG,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_WAREHOUSE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_WAREHOUSE_LOFT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_WAREHS._LOFT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_WAREHSE_LOFT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_X-CHANNEL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_X-CH_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_XCH_ENHANCE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_XCH_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_X_CH_ENHANCER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP:_X_CH_STERO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP<,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP<<,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP>,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP>>,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPDown,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPL / SCRL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPLOGIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_CHURCH,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_CLASSICAL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_DOLBY/DTS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_ENHANCER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_ENTERTAIN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_ENTERTNMNT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_EX/ES,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_HALL_1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_HALL_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_JAZZ_CLUB,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_LIVE/CLUB,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_MOVIE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_MOVIETHEATR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_MUSIC_VIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_NIGHT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_ROCKCONCERT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_SELECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_STRAIT/EFECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_SUR._DECODE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPTOG:_THX,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSPUp,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_(DOWN),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_(UP),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_-,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_-_GAME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_-_MOVIE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_-_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_-_SPORTS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_2-CH_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_2CH_ENH,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_2CH_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_3D_DSP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_3D_DSP_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_3D_DSP_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_4,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_5,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_6,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_6CH_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_7,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_7CH_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_8CH_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_<,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_>,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_A,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_A-DRC_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_A-DRC_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_A-DSP_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_A-DSP_ON,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_ACTION_GAME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_ADVENTURE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_AMSTERDAM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_ARENA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_BOTTOM_LINE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CELLAR_CLUB,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CENTER_MODE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CENTRE_MODE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CHAMBER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CHURCH,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CLASSICAL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CLASSICAL/OPERA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CLASS_AMSTERD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CLASS_CHAMBER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CLASS_FREIBURG,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CLASS_MUNICH,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CLASS_VIENNA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CNCT_HALL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CNCT_VIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CONC._HALL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CONCERT_HALL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CONCERT_HALL_1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CONCERT_HALL_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CONCERT_VIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CSII_CINEMA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_CSII_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_DD/PRO_LOGIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_DIRECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_DIRECT_STEREO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_DISCO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_DN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_DOWN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_DRAMA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_D_DIGITAL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
DSP_EFFECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
