original,canonical_name,confidence,rule,reasons,ambiguity,requires_review
OK_T0,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OK_T1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_BLUE_BLINK,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_DIM_RED_BLINK,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_DIM_RED_BLINK_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_DIM_RED_BLINK_3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_DIM_WHITE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_DIM_YELLOW_BLINK,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_BLINK,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_BLINK_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_BLINK_3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_BLINK_4,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_BLINK_5,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_BLINK_6,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_BLINK_7,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_INT_5,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_MOTION,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_THEN_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_GREEN_THEN_YELLOW,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_QUICK_TURQUOISE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_QUICK_TURQUOISE_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_RAINBOW_MOTION,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_REDORANGE_BLINK,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_RED_INT_3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_TURQUOISE_MOTION,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_TURQUOISE_MOTION_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_TURQUOISE_MOTION_3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_TURQUOISE_THEN_ORANGE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_TURQUOISE_THEN_RED,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_TURQUOISE_THEN_YELLOW,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_WHITE_THEN_RED,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_YELLOWGREEN_BLINK,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_YELLOW_BLINK,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_YELLOW_BLINK_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_YELLOW_INT_5,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLD_YELLOW_THEN_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLED Care,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLV_HI,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OLV_LOW,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OL_+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON,power_on,0.99,exact_alias,"[""alias versionado corresponde a power_on""]",False,False
ON / OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON FP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON OSD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON SCREEN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON TIME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON Timer,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON-,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON-FP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON-OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON-OFF TUNER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON-OSD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON-SCREEN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON-STANDBY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON/AVR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON/FLAT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON/OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON/OFF_(TIMER),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON/OFF_TEST_TONE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON/STAND-BY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON/STANDBY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON/STANDBY_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON/ZAP1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON1,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 1"",""alias versionado corresponde a power_on""]",True,True
ON2,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 2"",""alias versionado corresponde a power_on""]",True,True
ONCE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONDEMAND,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE TOUCH,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE TOUCH PLAY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE-SHOT-TIMER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE-SHOT_MEMORY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE/ALL_DISCS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE_DISC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE_FRM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE_SHOT_MEM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE_SHOT_MEMORY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE_SH_MEM,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE_TOUCH,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE_TOUCH_COPY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONE_TOUCH_MEMORY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONLINE_MEDIA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONLINE_MUSIC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONLINE_SPOTLIGHT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONOF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONOFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONR,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONSCREEN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONSCREEN_DISPLAY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONSCREEN_FULL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONSCREEN_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONSCREEN_SHORT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ONSCRN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_(ID_MODE),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_(MAIN_POWER),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_(OPERATE),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_-A,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_-B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_-_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_/OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_/_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_0,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 0"",""alias versionado corresponde a power_on""]",True,True
ON_1,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 1"",""alias versionado corresponde a power_on""]",True,True
ON_10_BL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_10_BL_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_1_WS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_1_WS_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_2,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 2"",""alias versionado corresponde a power_on""]",True,True
ON_2_WS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_2_WS_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_3,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 3"",""alias versionado corresponde a power_on""]",True,True
ON_3_WS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_3_WS_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_4,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 4"",""alias versionado corresponde a power_on""]",True,True
ON_4_WS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_4_WS_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_5,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 5"",""alias versionado corresponde a power_on""]",True,True
ON_5_WS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_5_WS_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_6,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 6"",""alias versionado corresponde a power_on""]",True,True
ON_6_BL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_6_BL_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_7,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 7"",""alias versionado corresponde a power_on""]",True,True
ON_7_BL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_7_BL_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_8,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 8"",""alias versionado corresponde a power_on""]",True,True
ON_8_BL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_8_BL_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_9,power_on,0.58,numbered_alias,"[""sufixo numérico detectado: 9"",""alias versionado corresponde a power_on""]",True,True
ON_9_BL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_9_BL_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_A,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_C,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_D,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_DEMAND,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_DND,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_E,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_ELAN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_F,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_FP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_G,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_GREEN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_H,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_I,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_J,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_LINE_MEDIA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_MUTE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_OSD,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_POWER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN:_FULL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN:_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN:_SHORT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN:_TOGGLE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_<,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_>,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_B,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_DATA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_DISPLAY,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_ENTER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_FULL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_OFF,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_SHORT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_TOGGLE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_V,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCREEN_^,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_SCRN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_Speed,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_T0,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_T1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_TIME,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
ON_TIMER,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OOOO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OP/CL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPC,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN-ALL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN-BRACKET,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN-BRACKETS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN-CLOSE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN-PARENTESIS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN/CLOSE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN/CLOSE_(W),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN/CLOSE_-_5,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN/CLOSE_-_6A,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN/CLOSE_A,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN/CLS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN/CLSE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN/EJECT,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN0,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN10,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN11,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN12,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN4,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN5,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN6,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN7,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN8,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN9,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPENALL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPENGLOBE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_/_CLOSE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_10,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_11,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_12,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_13,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_14,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_15,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_16,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_17,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_18,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_19,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_2,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_20,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_21,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_22,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_23,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_24,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_25,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_26,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_27,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_28,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_29,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_3,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_30,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_31,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_32,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_33,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_34,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_35,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_36,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_37,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_38,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_39,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_4,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_40,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_41,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_42,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_43,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_44,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_45,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_46,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_47,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_48,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_49,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_5,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_50,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_51,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_52,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_53,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_54,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_55,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_56,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_57,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_58,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_59,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_6,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_60,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_7,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_8,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_9,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_A,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_ALL,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_CLOSE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_CLOSED,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_DN,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_GLOBE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_LENS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_LID,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_LT/-,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_PARENTHESIS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_RT/+,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_SQUARE_BRACKETS,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_T0,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_T1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPEN_UP,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERA,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERA-HOUSE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERATE,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERATE_(FROM_PAV),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERATE_MENU,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERATE_T0,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERATE_T1,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERATE_TV,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERATE_VIDEO,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERATIONMODE(cyclic),,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERATIONMODEBasic,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
OPERATIONMODEExpert,,0.0,unresolved,"[""nenhum alias seguro corresponde ao nome""]",False,True
