original_name,count,example_paths,canonical_name,confidence,reason,ambiguity
FM_TUNER_SELECT,1,"[""_Converted_/CSV/J/JVC/Tuner/163_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_UP,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FMAM,1,"[""_Converted_/CSV/C/CAT/Unknown_CS-907/0_191.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fmam,1,"[""_Converted_/CSV/J/JVC/Unknown_RM-SMXJ100E/0_4.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FMMO,1,"[""_Converted_/Pronto/M/Marantz/Recv_6.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FMode,1,"[""_Converted_/CSV/V/viewmaxpro/Unknown_viewmaxpro/32,64.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FMRadio,1,"[""_Converted_/CSV/M/MSI/Unknown_lircd.conf/134,107.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fmstereo,1,"[""_Converted_/CSV/J/JVC/Unknown_remote/159_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fn,1,"[""_Converted_/CSV/P/palmbutler/Unknown_palmbutler/7,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fn+,1,"[""_Converted_/CSV/P/PixelView/Unknown_PlayTV/134,107.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fn-,1,"[""_Converted_/CSV/P/PixelView/Unknown_PlayTV/134,107.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fn1,1,"[""Videoconferencing/Tandberg/Tandberg_TRC_V_iTV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FN1,1,"[""_Converted_/CSV/D/Daewoo/Unknown_DV-800/21_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fn2,1,"[""Videoconferencing/Tandberg/Tandberg_TRC_V_iTV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FN2,1,"[""_Converted_/CSV/D/Daewoo/Unknown_DV-800/21_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fn3,1,"[""Videoconferencing/Tandberg/Tandberg_TRC_V_iTV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FN3,1,"[""_Converted_/CSV/D/Daewoo/Unknown_DV-800/21_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fn4,1,"[""Videoconferencing/Tandberg/Tandberg_TRC_V_iTV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fn5,1,"[""Videoconferencing/Tandberg/Tandberg_TRC_V_iTV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FN_1,1,"[""_Converted_/CSV/H/Hauppauge/Unknown_MVP/3_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FN_2,1,"[""_Converted_/CSV/H/Hauppauge/Unknown_MVP/3_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fn_media,1,"[""TVs/Hisense/Hisense_EN3Y39H.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fn_menu,1,"[""TVs/Hisense/Hisense_EN3Y39H.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fn_netflix,1,"[""TVs/Hisense/Hisense_EN3Y39H.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fn_youtube,1,"[""TVs/Hisense/Hisense_EN3Y39H.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FNTN+,1,"[""_Converted_/Pronto/S/Sharp/SharpTV_7.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FNTN-,1,"[""_Converted_/Pronto/S/Sharp/SharpTV_7.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS (raw),1,"[""_Converted_/Pronto/M/Marantz/VP12S2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS'+',1,"[""_Converted_/CSV/N/NEC/Unknown_RD-348E/24,233.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS'-',1,"[""_Converted_/CSV/N/NEC/Unknown_RD-348E/24,233.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS+2,1,"[""_Converted_/IR_Plus/S/SANYO/PLV-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS-2,1,"[""_Converted_/IR_Plus/S/SANYO/PLV-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS-AUTO,1,"[""_Converted_/Pronto/K/Kenavision/VFKAVPT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS-FAR,1,"[""_Converted_/Pronto/K/Kenavision/VFKAVPT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS-NEAR,1,"[""_Converted_/Pronto/K/Kenavision/VFKAVPT.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
focus-zoom-shift,1,"[""_Converted_/CSV/B/Barco/Unknown_barcoRC5/0_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS-ZOOM-SHIFT,1,"[""_Converted_/IR_Plus/B/BARCO/808.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS_-_AUTO,1,"[""_Converted_/CSV/C/Canon/Unknown_WL-V1/129_6.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS_-_FAR,1,"[""_Converted_/CSV/C/Canon/Unknown_WL-V1/129_6.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS_-_MANUAL,1,"[""_Converted_/CSV/C/Canon/Unknown_WL-V1/129_6.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS_-_NEAR,1,"[""_Converted_/CSV/C/Canon/Unknown_WL-V1/129_6.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Focus_auto,1,"[""Cameras/PTZOptics/PTZOptics_NDI_HX/PTZOptics_NDI_HX_CAM1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Focus_DOWN,1,"[""Videoconferencing/TrueConf/TrueConf_CleverMic1011.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Focus_dwn,1,"[""Projectors/Casio/Casio_YT-130.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS_F,1,"[""_Converted_/Pronto/P/Panasonic/AW-HE100N.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS_IN,1,"[""_Converted_/CSV/C/CIS_BOX/LCD_Projector/84_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Focus_lens,1,"[""Projectors/Sony/Sony_RM_PJ1000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Focus_manual,1,"[""Cameras/PTZOptics/PTZOptics_NDI_HX/PTZOptics_NDI_HX_CAM1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS_MG-FOCUS,1,"[""_Converted_/Pronto/S/Sony/VPL-FX200.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Focus_mg_focus,1,"[""Projectors/Sony/Sony_RM_PJ1000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Focus_Minus,1,"[""Projectors/TOPTRO/TOPTRO_TR25.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS_N,1,"[""_Converted_/Pronto/P/Panasonic/AW-HE100N.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS_OUT,1,"[""_Converted_/CSV/C/CIS_BOX/LCD_Projector/84_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUS_PAT.,1,"[""_Converted_/CSV/N/NEC/Video_Projector/24,233.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Focus_Plus,1,"[""Projectors/TOPTRO/TOPTRO_TR25.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Focus_UP,1,"[""Videoconferencing/TrueConf/TrueConf_CleverMic1011.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
focusauto,1,"[""_Converted_/CSV/E/Elmo/CAMERA_PRC-100S/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUSAUTO,1,"[""_Converted_/IR_Plus/E/ELMO/PRC-100S.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
focusfar,1,"[""_Converted_/CSV/E/Elmo/CAMERA_PRC-100S/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUSFAR,1,"[""_Converted_/IR_Plus/E/ELMO/PRC-100S.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOCUSIN,1,"[""_Converted_/IR_Plus/E/ELMO/PRC-100S.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
focusnear,1,"[""_Converted_/CSV/E/Elmo/CAMERA_PRC-100S/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fol/Ch Down,1,"[""Car_Multimedia/DVD_Players/Lexus/Lexus_LX570_2018_Rear_Media.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fol/Ch Up,1,"[""Car_Multimedia/DVD_Players/Lexus/Lexus_LX570_2018_Rear_Media.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOL_Min,1,"[""Speakers/Bumpboxx/Bumpboxx.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOL_Plus,1,"[""Speakers/Bumpboxx/Bumpboxx.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLD+,1,"[""_Converted_/Pronto/O/Onkyo/Recv_12.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLD-,1,"[""_Converted_/Pronto/O/Onkyo/Recv_12.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fold_10_m_down,1,"[""CD_Players/AEG/AEG.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fold_10_m_up,1,"[""CD_Players/AEG/AEG.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLD_A,1,"[""_Converted_/Pronto/S/Sony/CDP-CX850D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLD_ALL,1,"[""_Converted_/Pronto/S/Sony/CDP-CX850D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLD_B,1,"[""_Converted_/Pronto/S/Sony/CDP-CX850D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLD_C,1,"[""_Converted_/Pronto/S/Sony/CDP-CX850D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLD_CD,1,"[""_Converted_/Pronto/S/Sony/CDP-CX850D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLD_D,1,"[""_Converted_/Pronto/S/Sony/CDP-CX850D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLD_DVD,1,"[""_Converted_/Pronto/S/Sony/CDP-CX850D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder +,1,"[""_Converted_/IR_Plus/S/SONY/GTK-XB7.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER +,1,"[""_Converted_/IR_Plus/S/SONY/RM-SR210.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder -,1,"[""_Converted_/IR_Plus/S/SONY/GTK-XB7.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER -,1,"[""_Converted_/IR_Plus/S/SONY/RM-SR210.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER NEXT,1,"[""_Converted_/IR_Plus/S/SONY/CMT-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER PREVIOUS,1,"[""_Converted_/IR_Plus/S/SONY/CMT-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder+,1,"[""Audio_and_Video_Receivers/Sony/Sony_RM-SC30.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder-,1,"[""Audio_and_Video_Receivers/Sony/Sony_RM-SC30.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER-A,1,"[""_Converted_/Pronto/S/Sony/DVP-CX870D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER-B,1,"[""_Converted_/Pronto/S/Sony/DVP-CX870D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER-C,1,"[""_Converted_/Pronto/S/Sony/DVP-CX870D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER-CD,1,"[""_Converted_/Pronto/S/Sony/DVP-CX870D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER-D,1,"[""_Converted_/Pronto/S/Sony/DVP-CX870D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER-DVD,1,"[""_Converted_/Pronto/S/Sony/DVP-CX870D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder/Time,1,"[""CD_Players/Roberts/ROBERTS_MP23.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_(ALL),1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder_+,1,"[""SoundBars/LG/LG_AKB74815321.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder_-,1,"[""SoundBars/LG/LG_AKB74815321.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_.ALL,1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_.CD,1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_.DVD,1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_A,1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_B,1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_C,1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_CD,1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_D,1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder_Down,1,"[""Car_Multimedia/DVD_Players/Lexus/Lexus_GX470_DVD_2008.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder_down,1,"[""Car_Multimedia/DVD_Players/Toyota/Toyota_Sienna_2010_Rear_Seat_Entertainment.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_DVD,1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,98.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_LEFT,1,"[""_Converted_/CSV/I/Integra/CD_Player/210_44.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_MODE,1,"[""_Converted_/CSV/D/Denon/CD_Receiver/8_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_NEXT,1,"[""_Converted_/CSV/K/Kenwood/Amplifier/184_1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_PREV,1,"[""_Converted_/CSV/K/Kenwood/Amplifier/184_1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_RIGHT,1,"[""_Converted_/CSV/I/Integra/CD_Player/210_44.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDER_TOGGLE,1,"[""_Converted_/Pronto/M/Marantz/NA7004.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder_Up,1,"[""Car_Multimedia/DVD_Players/Lexus/Lexus_GX470_DVD_2008.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Folder_up,1,"[""Car_Multimedia/DVD_Players/Toyota/Toyota_Sienna_2010_Rear_Seat_Entertainment.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FolderDn,1,"[""Audio_and_Video_Receivers/Yamaha/Yamaha_WS19340.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FolderUp,1,"[""Audio_and_Video_Receivers/Yamaha/Yamaha_WS19340.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLDW,1,"[""_Converted_/Pronto/O/Onkyo/Recv_9.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Follow Me,1,"[""ACs/Comfort_Aire/Comfort_Aire_RG57A6.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Follow_Mode,1,"[""ACs/Midea/Midea_silent_cool_26_pro.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLLOW_ZONE_1_-_R,1,"[""_Converted_/CSV/A/Audio_Control/Receiver/16_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOLUP,1,"[""_Converted_/Pronto/O/Onkyo/Recv_9.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Football,1,"[""TVs/Sony/Sony_RMT_TX100D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOR,1,"[""CD_Players/Sony/SONY_minidisk-deck.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORCE_VACANCY,1,"[""_Converted_/Pronto/C/Crestron/GLS-ODT-OIR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOREWARD,1,"[""Projectors/Vankyo/Vankyo_V630W.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Foreward,1,"[""TVs/Element/Element_TV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
foreward,1,"[""_Converted_/CSV/T/Tab_Electronics/Unknown_Kit/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
forewardright,1,"[""_Converted_/CSV/T/Tab_Electronics/Unknown_Kit/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT CINEMA,1,"[""_Converted_/IR_Plus/R/RUNCO/VX-RS-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT LETTER,1,"[""_Converted_/IR_Plus/R/RUNCO/VX-RS-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT LETTERBOX,1,"[""_Converted_/IR_Plus/O/OPTOMA/HD-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT NATIVE,1,"[""_Converted_/IR_Plus/O/OPTOMA/HD-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT V-CINEMA,1,"[""_Converted_/IR_Plus/R/RUNCO/VX-RS-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT V-WIDE,1,"[""_Converted_/IR_Plus/R/RUNCO/VX-RS-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT+,1,"[""_Converted_/CSV/T/TELEFUNKEN/TV_RC-1345/5,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT-,1,"[""_Converted_/CSV/T/TELEFUNKEN/TV_RC-1345/5,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_-_*,1,"[""_Converted_/CSV/B/Bell_ExpressVu/HD_DVR/0_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_16:9_SUBTITLE,1,"[""_Converted_/Pronto/P/Philips/PFL3603D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_21:9,1,"[""_Converted_/Pronto/P/Philips/PFL3603D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_4:3,1,"[""_Converted_/Pronto/P/Philips/PFL3603D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_AUTO,1,"[""_Converted_/Pronto/P/Philips/PFL3603D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_MOVIE_EXPAND_14:9,1,"[""_Converted_/Pronto/P/Philips/PFL3603D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_MOVIE_EXPAND_16:9,1,"[""_Converted_/Pronto/P/Philips/PFL3603D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_PANORAMA,1,"[""_Converted_/Pronto/P/Philips/PFL3603D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_SCROLL,1,"[""_Converted_/Pronto/P/Philips/PFL3603D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_SUPERZOOM,1,"[""_Converted_/Pronto/P/Philips/PFL3603D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMAT_WIDESCREEN,1,"[""_Converted_/Pronto/P/Philips/PFL3603D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Formats,1,"[""_Converted_/IR_Plus/T/TEVION/PVR8005HDD.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMATS/TXT,1,"[""_Converted_/IR_Plus/Q/QBELL/TV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMATSCR,1,"[""_Converted_/IR_Plus/P/PANASONIC/PTAE-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORMATSCROLL,1,"[""_Converted_/IR_Plus/S/SILVERCREST/SSR 1080 B2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Forward / Right,1,"[""VCR/Panasonic/Panasonic_VCR_NV-HV-61EF.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Forward Fast,1,"[""Toys/Brio/BRIO_WORLD_IR102_Train_ChA.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Forward Slow,1,"[""Toys/Brio/BRIO_WORLD_IR102_Train_ChA.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD/DOWN,1,"[""_Converted_/CSV/J/JVC/TV/3_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD2,1,"[""_Converted_/IR_Plus/S/SONY/RM-D7M.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_-_2ND,1,"[""_Converted_/CSV/C/Comcast/Cable_Box/62_16.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_-_5%,1,"[""_Converted_/CSV/C/Comcast/Cable_Box/62_16.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_1/5,1,"[""_Converted_/CSV/S/Sony/VCR/11,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_2,1,"[""_Converted_/CSV/S/Samsung/VCR/5,5.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_3,1,"[""_Converted_/CSV/S/Samsung/VCR/2,2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_>,1,"[""_Converted_/CSV/M/Magnum_Dynalab/Tuner/7_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_>>,1,"[""_Converted_/CSV/J/JVC/VCR/67_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Forward_a,1,"[""Toys/Maerklin/Marklin_My_World-Junior.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_SKIP_>,1,"[""_Converted_/CSV/N/Nakamichi/CD_Player/103,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_slow,1,"[""_Converted_/CSV/S/Sony/Unknown_RM-D270/17,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_SPACE,1,"[""_Converted_/CSV/E/Escient/Media_Manager/1_22.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD_X2,1,"[""_Converted_/CSV/S/Sony/VCR/11,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Forward_|_radio,1,"[""TVs/Toshiba/Toshiba_CT-32F2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Forwards,1,"[""TVs/Samsung/Samsung_H6300_TV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD~30X,1,"[""_Converted_/Pronto/S/Sony/CD_CDV_LD_PLAYER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
forwartd,1,"[""_Converted_/CSV/J/JVC/Unknown_RM-V718U/211_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWS,1,"[""_Converted_/IR_Plus/P/PANASONIC/Plasma TV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWSrc,1,"[""_Converted_/IR_Plus/P/PANASONIC/Plasma TV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
foto,1,"[""Touchscreen_Displays/Ctouch/Ctouch2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOTO_E,1,"[""_Converted_/Pronto/R/RFT/GEN_TV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOTO_O,1,"[""_Converted_/Pronto/R/RFT/GEN_TV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOUR,1,"[""_Converted_/CSV/N/Nokia/Unknown_MM9780S/14,0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Four,1,"[""_Converted_/CSV/S/Samsung/Unknown_MF59-00291a/32,0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOURTEEN,1,"[""_Converted_/CSV/S/Sony/Unknown_CDP-790/17,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOW,1,"[""_Converted_/CSV/C/Cyberhome/Unknown_CH-DVD-302/114_205.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
foward,1,"[""_Converted_/IR_Plus/S/SONY/RM-SV236.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Foward Fast,1,"[""Toys/Brio/BRIO_WORLD_IR102_Train_ChB.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Foward Slow,1,"[""Toys/Brio/BRIO_WORLD_IR102_Train_ChB.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FOWARD_SLOW,1,"[""_Converted_/Pronto/S/Sony/DVP-F360.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Foxtel,1,"[""Cable_Boxes/FOXTEL/Foxtel_IQ2-IQ3.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FP_DISPLAY,1,"[""_Converted_/CSV/P/Panasonic/Laser_Disc/144,64.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FP_OFF,1,"[""_Converted_/CSV/L/Lexicon/Surround_Processor/133_2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FP_ON,1,"[""_Converted_/CSV/L/Lexicon/Surround_Processor/133_2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FPlus Y2,1,"[""Miscellaneous/Gym_HIIT/GX-IR03_Clock.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fps_(rate/quality),1,"[""TVs/Samsung/Samsung_TV_Full.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FQ+,1,"[""_Converted_/Pronto/P/Pioneer/VSX-DSP.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FQ-,1,"[""_Converted_/Pronto/P/Pioneer/VSX-DSP.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FR_ADV_SLOW_+,1,"[""_Converted_/CSV/M/Mitsubishi/VCR/87,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FR_ADV_SLOW_-,1,"[""_Converted_/CSV/M/Mitsubishi/VCR/87,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
