original_name,count,example_paths,canonical_name,confidence,reason,ambiguity
FINE_UP(PLUS),1,"[""_Converted_/CSV/C/Cph03x/Unknown_AS-218/134_107.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FINESYNC_[+],1,"[""_Converted_/Pronto/S/Sanyo/LCD_PROJ_(NO_TOUCHDISC).ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FINESYNC_[-],1,"[""_Converted_/Pronto/S/Sanyo/LCD_PROJ_(NO_TOUCHDISC).ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FineTune+,1,"[""_Converted_/CSV/S/Sanyo/Unknown_RC700/56,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FINETUNE+,1,"[""_Converted_/Pronto/M/Monovision/MONOVISION_TV_MODEL#_DMM7748.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FineTune-,1,"[""_Converted_/CSV/S/Sanyo/Unknown_RC700/56,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FINETUNE-,1,"[""_Converted_/Pronto/M/Monovision/MONOVISION_TV_MODEL#_DMM7748.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FineTune_Down,1,"[""_Converted_/CSV/L/LeadTek/Unknown_Y0400046/3_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FineTune_Up,1,"[""_Converted_/CSV/L/LeadTek/Unknown_Y0400046/3_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FineTuningDown,1,"[""_Converted_/CSV/S/Sony/Unknown_D1000/89,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FineTuningUp,1,"[""_Converted_/CSV/S/Sony/Unknown_D1000/89,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fiostv,1,"[""_Converted_/CSV/M/Motorola/Unknown_RC1445302-00B-REV2/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FIRE+,1,"[""Fireplaces/RoyalFlame/RoyalFlame_Vision_42_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FIRE-,1,"[""Fireplaces/RoyalFlame/RoyalFlame_Vision_42_LED.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fire_Down,1,"[""Heaters/Duraflame/Duraflame_Heater.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fire_flame,1,"[""Fireplaces/TwinStar/TwinStar_ClassicFire.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fire_heat,1,"[""Fireplaces/TwinStar/TwinStar_ClassicFire.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fire_off,1,"[""Fireplaces/Dimplex/Dimplex_Optiflame_Fireplace.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fire_on,1,"[""Fireplaces/Dimplex/Dimplex_Optiflame_Fireplace.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fire_On,1,"[""Humidifiers/Unknown_Brand/Flame_Humidifier/Flame_humidifier.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fire_power,1,"[""Fireplaces/TwinStar/TwinStar_ClassicFire.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fire_timer,1,"[""Fireplaces/TwinStar/TwinStar_ClassicFire.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fire_toggle,1,"[""Fireplaces/Dimplex/Dimplex_Electric_Fireplace.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fire_Up,1,"[""Heaters/Duraflame/Duraflame_Heater.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Firefly,1,"[""_Converted_/CSV/S/SnapStream/Unknown_Firefly-Mini/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fireplace,1,"[""LED_Lighting/iDual/iDual_JEDI_Lighting_LED_Light.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FIRST,1,"[""_Converted_/CSV/H/HP/Unknown_DV4-1125NR/4_15.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
First,1,"[""_Converted_/CSV/P/Philips/Unknown_DVD711/4,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FIVE,1,"[""_Converted_/CSV/N/Nokia/Unknown_MM9780S/14,0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Five,1,"[""_Converted_/CSV/S/Samsung/Unknown_MF59-00291a/32,0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fix,1,"[""ACs/Toshiba/Toshiba_RASB10BKVG-E.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL DIM,1,"[""Laserdisc/Pioneer/Pioneer_CU-DV027.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL Display,1,"[""_Converted_/IR_Plus/D/DENON/RC-540.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL-DIM,1,"[""_Converted_/Pronto/M/Marantz/DVD-930.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL-Dimmer,1,"[""_Converted_/Pronto/M/Mitsubishi/DD-6000.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL._DISP,1,"[""_Converted_/CSV/P/Panasonic/DVD_Player/176,0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fl.dim,1,"[""_Converted_/CSV/T/Toshiba/Unknown_Toshiba-SE-R0090/69,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL_DIM,1,"[""_Converted_/Pronto/T/Toshiba/SD3806.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL_DISP.,1,"[""_Converted_/CSV/P/Panasonic/DVD_Player/176,0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL_ON/OFF,1,"[""_Converted_/CSV/S/Sony/DVD_Player/26,73.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Fl_select,1,"[""DVD_Players/Panasonic/Panasonic_EUR7621070.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL_SELECT,1,"[""_Converted_/CSV/P/Panasonic/Unknown_PANASONIC/176,0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL_SPEAKER_LEVEL_DOWN,1,"[""_Converted_/CSV/D/Denon/Receiver/2_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL_SPEAKER_LEVEL_UP,1,"[""_Converted_/CSV/D/Denon/Receiver/2_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FL_VOL,1,"[""_Converted_/CSV/M/Midiland/Digital_Decoder/81,175.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLAME,1,"[""_Converted_/IR_Plus/B/BIONAIRE/BFH5000-UM.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLAME+,1,"[""_Converted_/Pronto/C/Classic_Flame/23WM374.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLAME-,1,"[""_Converted_/Pronto/C/Classic_Flame/23WM374.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flame_brightness,1,"[""Fireplaces/ModernEmber/ModernEmber_Fireplace.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flame_color,1,"[""Fireplaces/ModernEmber/ModernEmber_Fireplace.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flame_control,1,"[""Fireplaces/Whalen_Furniture/HDFP86-47.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flame_height,1,"[""Fireplaces/Style_Selections/Style_Selections_Electric_Fireplace-KDI-01.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flame_seed,1,"[""Fireplaces/ModernEmber/ModernEmber_Fireplace.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flame_speed,1,"[""Fireplaces/Style_Selections/Style_Selections_Electric_Fireplace-KDI-01.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flame_type,1,"[""Fireplaces/ClassicFlame/ClassicFlame_Spectrafire.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flap,1,"[""ACs/Firstline/Firstline_AAS2500.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
flash,1,"[""_Converted_/CSV/M/MCL/Unknown_RemoteController/64,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flash Mode,1,"[""LED_Lighting/Unknown/LED_Cat.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flash_Dance,1,"[""Speakers/Generic_Unknown_Brand/Quacker_LED_Speaker.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flash_mode,1,"[""LED_Lighting/EGLO/EGLO_light.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flash_Mode,1,"[""LED_Lighting/Unknown/LED_Disco_Light.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flash_RB,1,"[""LED_Lighting/Arlec/Arlec_LVX964.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flash_RBO,1,"[""LED_Lighting/Arlec/Arlec_LVX964.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
flashbk,1,"[""_Converted_/CSV/Z/Zenith/Unknown_C32V37/4_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLAT - SLEEP - DIMMER,1,"[""_Converted_/IR_Plus/R/RCA/RT2500.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flat_Tone_Control,1,"[""_Converted_/CSV/S/Slim_Art/Unknown_SA-100/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fldimmer,1,"[""_Converted_/CSV/T/Toshiba/Unknown_SE-R0058/69,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLEXTIME,1,"[""_Converted_/IR_Plus/P/PHILIPS/DVDR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLICKER_FILTER,1,"[""_Converted_/Pronto/F/Focus/444-62-40.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flicker_off,1,"[""LED_Lighting/Luminara/Luminara_Candle.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flicker_on,1,"[""LED_Lighting/Luminara/Luminara_Candle.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flickering,1,"[""LED_Lighting/Rusta_Christmas_Tree_Candle/Rusta_Xmas_Candle.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLICKERLESS,1,"[""_Converted_/Pronto/S/Samsung/SVP5200N.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
flickr select,1,"[""_Converted_/Other/Maranz/Marantz_main_zone.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLIST,1,"[""_Converted_/IR_Plus/G/GIGABLUE/QuadPlus.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLLOW-ZONE1,1,"[""_Converted_/IR_Plus/A/ARCAM/AVR400.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLOP/LIST,1,"[""_Converted_/CSV/G/Gericom/Plasma/3_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Flshbk,1,"[""TVs/Zenith/Zenith_SC3492Z.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLSHBK,1,"[""_Converted_/Pronto/R/Runco/980_-_TV_FNX.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FLTR,1,"[""_Converted_/Pronto/M/Marantz/Recv_13.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM (CATEGORY -/FM),1,"[""_Converted_/IR_Plus/Y/YAMAHA/RX-2067.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM Mode/BP,1,"[""CD_Players/Panasonic/Panasonic_RXDS750.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM MONO,1,"[""_Converted_/IR_Plus/O/OPTIMUS/STAV-3560.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM MUTE,1,"[""_Converted_/IR_Plus/N/NAD/C446.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM STEREO,1,"[""Audio_and_Video_Receivers/Integra/DTR-7.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM TUNER,1,"[""Audio_and_Video_Receivers/Sony/Sony_RM-AAU130_AV.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM TUNER 1,1,"[""Audio_and_Video_Receivers/Sony/Sony_RMT-AA400U.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM TUNER 2,1,"[""Audio_and_Video_Receivers/Sony/Sony_RMT-AA400U.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM TUNER 3,1,"[""Audio_and_Video_Receivers/Sony/Sony_RMT-AA400U.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fm-freq-,1,"[""_Converted_/CSV/K/Kworld/Unknown_DVB-T/134_107.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM-Mode,1,"[""_Converted_/CSV/A/Aiwa/Unknown_RC-TN520EX/110_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fm-mode,1,"[""_Converted_/CSV/P/Panasonic/Unknown_EUR642162/160,194.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM-XM,1,"[""_Converted_/Pronto/M/Marantz/Recv_8.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fm/am,1,"[""_Converted_/CSV/D/Denon/Unknown_RC-861/2_2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM/HD,1,"[""_Converted_/CSV/A/Adcom/Receiver/26_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_+,1,"[""_Converted_/CSV/M/Marantz/Receiver/17,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_+10,1,"[""_Converted_/CSV/J/JVC/Receiver/163_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_0,1,"[""_Converted_/CSV/J/JVC/Receiver/163_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_0/10,1,"[""_Converted_/CSV/J/JVC/Receiver/163_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_7,1,"[""_Converted_/CSV/J/JVC/Receiver/163_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_AM,1,"[""_Converted_/CSV/Y/Yamaha/Receiver/126_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_AUTO_TUNE_DOWN,1,"[""_Converted_/CSV/Y/Yamaha/Receiver/126_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_AUTO_TUNE_UP,1,"[""_Converted_/CSV/Y/Yamaha/Receiver/126_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_E,1,"[""_Converted_/Pronto/C/Carver/CT-27V.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_FM,1,"[""_Converted_/CSV/Y/Yamaha/Receiver/126_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_O,1,"[""_Converted_/Pronto/C/Carver/CT-27V.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_PRESET_+,1,"[""_Converted_/CSV/J/JVC/Receiver/163_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_PRESET_-,1,"[""_Converted_/CSV/J/JVC/Receiver/163_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_T0,1,"[""_Converted_/CSV/C/Classe_Audio/Tuner/17_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_T1,1,"[""_Converted_/CSV/C/Classe_Audio/Tuner/17_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_ZONE_#1,1,"[""_Converted_/CSV/B/Bose/Lifestyle/186_136.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/AM_ZONE_#2,1,"[""_Converted_/CSV/B/Bose/Lifestyle/186_136.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/DAB,1,"[""CD_Players/Sony/Sony_CMT-SBT20B.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/MPX,1,"[""_Converted_/CSV/C/Contour/Unknown_Contour25/65_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_0,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_1,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_2,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_3,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_4,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_5,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_6,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_7,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_8,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_9,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_AUTO_SRCH+,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_AUTO_SRCH-,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_MEMORY,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_PAGE_A,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_PAGE_B,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_PAGE_C,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_PAGE_D,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_PAGE_E,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_PG/CAT+,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_PG/CAT-,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_PRES/TUNE,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_PRESET_+,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_PRESET_-,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_SRCH_MODE,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_SRCHMD_ALL,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_SRCHMPRES,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_TUN/PRE+,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_TUN/PRE-,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_XM_DISPLAY,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM/XM:_XM_ENTER,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_0,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_1,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_1/2,1,"[""_Converted_/Pronto/N/Nikko/NA_150_INTEGRATED_AMP.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_11,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_4,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_5,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_6,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_7,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_8,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_9,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_A-E,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_AM,1,"[""_Converted_/CSV/B/Bose/Unknown_Wave/-1_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_B,1,"[""_Converted_/CSV/A/Arcam/Receiver/16_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_DOWN,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fm_freq+,1,"[""_Converted_/CSV/K/Kworld/Unknown_DVB-T/134_107.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_MEMORY,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_Mode,1,"[""_Converted_/CSV/T/TEAC/Unknown_RC-909/34,1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_MODE/MUTE_(0),1,"[""_Converted_/CSV/J/JVC/Receiver/163_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_MODE_(MONO/STEREO),1,"[""_Converted_/Pronto/S/Sony/STR-DAx400ES.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_MODE_A,1,"[""_Converted_/Pronto/S/Sony/STR-DAx400ES.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_MONO,1,"[""_Converted_/Pronto/R/Rotel/RSX-1560.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_Mono,1,"[""_Converted_/Pronto/R/Rotel/RT-1084.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_MONO_MODE,1,"[""_Converted_/CSV/A/Adcom/Pre-Amplifier/26_232.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_MW_SW,1,"[""_Converted_/CSV/S/Sony/Unknown_RM-X30/132,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_ON,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fm_preset,1,"[""_Converted_/CSV/S/Sirius/Unknown_ST2/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_PRESET/TUNE,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_PRESET_+,1,"[""_Converted_/CSV/H/Harman_Kardon/Receiver/130_114.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_PRESET_-,1,"[""_Converted_/CSV/H/Harman_Kardon/Receiver/130_114.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_PRESET_1,1,"[""_Converted_/CSV/B/Bose/Lifestyle/186_136.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_PRESET_2,1,"[""_Converted_/CSV/B/Bose/Lifestyle/186_136.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_PRESET_3,1,"[""_Converted_/CSV/B/Bose/Lifestyle/186_136.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_PRESET_4,1,"[""_Converted_/CSV/B/Bose/Lifestyle/186_136.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_RADIO,1,"[""_Converted_/Pronto/A/ADA/SSD-66(5.1)_DOLBY_AC-3_PREAMP.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_Scan,1,"[""Speakers/Bumpboxx/Bumpboxx.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fm_scan+,1,"[""_Converted_/CSV/K/Kworld/Unknown_DVB-T/134_107.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
fm_scan-,1,"[""_Converted_/CSV/K/Kworld/Unknown_DVB-T/134_107.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_SEARCH,1,"[""_Converted_/CSV/Y/Yamaha/Sound_Projector/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_SEARCH_FF,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_SEARCH_REV,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_SELECT,1,"[""_Converted_/Pronto/A/Aragon/STAGE_ONE.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_SKIP_FF,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_SKIP_REV,1,"[""_Converted_/CSV/L/Loewe/DVD_Player/32_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_SOURCE_SELECT,1,"[""_Converted_/CSV/J/JVC/Receiver/163_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_STEREO/MONO,1,"[""_Converted_/Pronto/G/Grace_Digital/GDI-IRDT200.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM_STEREO_MODE,1,"[""_Converted_/CSV/A/Adcom/Pre-Amplifier/26_232.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
