record_id,source_path,classification,suggested_device_type,device_type_confidence,confidence,reasons,conflicts,requires_review
94db35e7e4fbce83,inventory.csv#5737,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
1c3f86c25964fc99,inventory.csv#5738,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
154d377cbeae01a2,inventory.csv#5739,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
627c89439ef39307,inventory.csv#574,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
dbbea5e29c0fb7fa,inventory.csv#5740,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
4bde28e70723e44a,inventory.csv#5741,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
c72cf199d1175a44,inventory.csv#5742,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
ed366a05d57a385a,inventory.csv#5743,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
a96daedf4191fcd4,inventory.csv#5744,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
8cce8ce48297ac58,inventory.csv#5745,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
0e146170ee224769,inventory.csv#5746,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
48c1a7c71fb3d208,inventory.csv#5747,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
a270163e75e38b07,inventory.csv#5748,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
63d81b952e1b9909,inventory.csv#5749,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
a7d1fd13d76e94cd,inventory.csv#575,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
95e31da966922737,inventory.csv#5750,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
8a9453352f028a41,inventory.csv#5751,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
c5a99f279b232ab6,inventory.csv#5752,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
01a4c37c50c98753,inventory.csv#5753,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
5f67d398791063bf,inventory.csv#5754,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
84c0b4db50c51240,inventory.csv#5755,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
e88d094acbf67530,inventory.csv#5756,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
b5345476e19570b6,inventory.csv#5757,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
6e84b68b9f1e7498,inventory.csv#5758,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
f58d14033d8f531d,inventory.csv#5759,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
42d75f2ad0f226ba,inventory.csv#576,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
ec46beaf624b3c91,inventory.csv#5760,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
dcb91d5dc4ec5009,inventory.csv#5761,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
545b51d51ef9cbfa,inventory.csv#5762,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
f0192eb71e1084fc,inventory.csv#5763,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
6940c012381379bb,inventory.csv#5764,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
